URL,Title
https://www.udacity.com/course/data-analyst-nanodegree--nd002,title
https://partner.microsoft.com/pt-br/membership/data-analytics-competency,title
https://careerfoundry.com/en/blog/data-analytics/what-is-data-analytics/,title
https://en.wikipedia.org/wiki/Data_analysis,title
http://blog.multiedro.com.br/data-analytics/,title
https://www.masterhouse.com.br/data-analytics,title
https://www.mjvinnovation.com/pt-br/blog/areas-data-analytics/,title
https://www.bentley.edu/academics/undergraduate-programs/data-analytics,title
https://www.ibm.com/analytics/big-data-analytics,title
https://www.nesta.org.uk/project/data-analytics/,title
https://ensino.einstein.br/big_data_analytics_e_inteligencia_artifici_p2689/p,title
https://www.supero.com.br/blog/data-analytics-como-coloca-la-no-centro-do-negocio/,title
https://www.heavy.ai/learn/big-data-analytics,title
https://meritamerica.org/courses/data-analytics/,title
https://www.umgc.edu/data-analytics,title
https://www.treinaweb.com.br/blog/data-analytics-o-que-e-e-qual-sua-importancia,title
https://www.dickinson.edu/homepage/1474/data_analytics,title
https://pesquisa-eaesp.fgv.br/publicacoes/pibic/big-data-analytics-usando-o-software-r,title
https://refinariadedados.com.br/artigos/data-analytics/,title
https://home.kpmg/br/pt/home/insights/2017/02/data-and-analytics.html,title
https://www.intel.com.br/content/www/br/pt/analytics/advanced-data-analytics.html,title
https://www.accenture.com/us-en/services/data-analytics-index,title
https://blog.runrun.it/big-data-analytics/,title
https://bdasolutions.com.br/2019/07/7-vantagens-de-trabalhar-com-data-analytics/,title
https://www.alianscesonae.com.br/projetos_inovacao/data-analytics/,title
https://ecampus.oregonstate.edu/online-degrees/graduate/data-analytics/,title
https://www.udemy.com/topic/data-analysis/,title
https://www.lotame.com/what-is-data-analytics/,title
https://www.wgu.edu/online-it-degrees/data-analytics-masters-program.html,title
https://farolbi.com.br/business-intelligence-faz-parte-do-data-analytics/,title
https://www.cio.com/article/191313/what-is-data-analytics-analyzing-and-managing-data-for-decisions.html,title
https://www.sjsu.edu/pdp/programs/msda/,title
https://www.magazineluiza.com.br/busca/analytics+data/,title
https://iiabrasil.org.br/cursos/data-analytics?privacidade=true,title
https://grow.google/certificates/data-analytics/,title
https://futebolinterativo.com/cursos/especializacao-big-data-analytics-mercado/,title
https://www.techopedia.com/definition/26418/data-analytics,title
https://www.qut.edu.au/courses/master-of-data-analytics,title
https://www.informationweek.com/big-data-analytics,title
https://www.tableau.com/learn/articles/big-data-analytics,title
https://www.fiverr.com/categories/data/data-analytics,title
https://data-analytics.osu.edu/,title
https://www.altair.com/data-analytics/,title
https://context.reverso.net/traducao/ingles-portugues/data+analytics,title
https://www.snhu.edu/online-degrees/masters/ms-in-data-analytics,title
https://colmeia.me/data-analytics-o-que-e-e-por-que-voce-deve-usar-na-sua-empresa/,title
https://www.t-systems.com/br/pt/digital/digital-business-transformation/big-data-analytics,title
https://www.sciencedirect.com/topics/social-sciences/data-analytics,title
https://www.lse.ac.uk/study-at-lse/online-learning/courses/data-analytics,title
https://langara.ca/programs-and-courses/programs/data-analytics/index.html,title
https://www.moneytimes.com.br/o-papel-de-data-analytics-dentro-da-industria-4-0/,title
/search?q=Data+Analytics&num=100&tbm=isch&source=iu&ictx=1&vet=1&fir=TMgI1f-dlU4vzM%252CUldOPdEa5AUodM%252C%252Fm%252F02gcn9%253B8GyGauzult0NNM%252CC1sAQcT-ii5EyM%252C_%253BB0UgJYKlw0hnjM%252Coc-CQoSe2HJ-YM%252C_%253B6wYbJVLIpuYFDM%252C4puoL8C2ce367M%252C_%253Bf8kuJWbr7AjaDM%252C3WNaldWL61W4KM%252C_%253BJGyBBrMXST9eQM%252CZA-Zr49s5KCXbM%252C_&usg=AI4_-kRwb4_JDnQRIM2klRR9ZzrOtGs5kw&sa=X&ved=2ahUKEwjS35Tf7LL3AhX2GbkGHRQxC3sQ_B16BQiOARAB#imgrc=TMgI1f-dlU4vzM,title
/search?num=100&q=An%C3%A1lise+de+dados&si=ANhW_Nq9CULCgfbkOw6kvWfPvXut0BPdGHmZQn22eGERa4k2kstfyjHFeB_TyCB_lNgctuYMtUc-RmAfq4YJ3rdVmEks3HyDDJpYJzqXcigS747IvGrC4AOQRgjcYCzEPJhDsdKGV3m6EuN88yBBYv3_1at0DPnJBRX1so9wBAZL5GpkYzVoQUw%3D&sa=X&ved=2ahUKEwjS35Tf7LL3AhX2GbkGHRQxC3sQ6RN6BAgdEAE,title
